account_tenure_days,customer_age,kyc_verified,is_vip_tier,num_deposit_methods_used,num_withdrawal_methods_used,deposit_count_30d,withdrawal_count_30d,total_deposit_amount_30d,total_withdrawal_amount_30d,avg_bet_size,num_devices_used_30d,num_distinct_ip_countries_30d,pct_deposits_near_reporting_threshold,median_hours_deposit_to_withdrawal,cross_border_payment_flag,night_time_transaction_pct,is_suspicious_activity
74,66,1,0,4,3,10,6,550.61,90.66,10.83,4,1,0.108,78.9,0,0.078,0
484,18,1,0,1,1,5,7,213.72,44.87,21.85,4,1,0.073,68.9,1,0.16,0
270,24,1,0,1,3,12,5,913.91,359.14,8.65,1,1,0.365,12.5,0,0.17,0
22,52,1,0,3,1,12,2,275.27,8.51,20.03,2,1,0.278,19.9,0,0.268,0
178,51,1,0,1,2,9,7,135.32,37.19,21.84,1,1,0.411,29.1,0,0.091,0
368,27,1,0,1,1,6,8,57.91,14.48,34.95,4,2,0.138,32.2,0,0.131,0
162,18,1,0,4,2,6,4,106.95,40.81,13.88,3,1,0.037,30.8,0,0.618,0
1153,53,1,0,1,1,7,4,124.65,46.8,20.43,4,2,0.057,21.2,0,0.126,0
658,25,1,0,2,1,5,5,91.86,60.14,37.87,4,1,0.121,22.9,0,0.729,0
891,32,1,0,1,1,8,5,1035.55,226.67,4.7,1,1,0.298,16.6,0,0.198,0
553,39,1,0,1,1,9,5,441.11,173.73,11.36,1,3,0.265,60.5,0,0.377,0
277,25,1,0,4,3,4,5,620.47,166.25,23.97,3,2,0.391,71.0,0,0.366,0
399,49,1,0,1,1,9,4,160.67,43.96,8.58,2,1,0.345,63.4,0,0.032,0
422,38,1,0,3,1,9,3,556.0,390.32,28.98,2,1,0.076,11.8,0,0.201,0
204,27,1,0,1,2,7,6,1034.06,488.81,8.3,2,1,0.166,44.4,0,0.469,0
150,28,1,0,1,2,12,4,458.43,162.12,27.29,1,2,0.01,20.2,0,0.325,0
105,54,1,0,2,1,5,7,1732.46,73.01,40.04,4,1,0.028,62.5,0,0.253,0
731,35,0,0,1,2,7,3,535.25,216.8,5.66,4,4,0.054,38.6,0,0.337,1
180,45,1,0,3,2,9,4,178.43,102.77,13.78,2,2,0.064,75.0,1,0.305,0
156,38,1,0,1,5,8,8,300.21,61.01,22.91,3,1,0.099,40.5,0,0.061,0
414,18,1,1,2,3,11,5,1101.31,446.62,15.77,3,1,0.048,83.5,0,0.263,0
60,47,1,0,3,4,5,3,334.96,218.77,63.22,1,1,0.126,28.8,0,0.232,0
170,51,1,0,2,4,4,7,1054.2,247.79,51.97,3,1,0.108,36.7,0,0.46,0
384,60,1,1,1,2,8,1,239.4,62.06,46.31,4,1,0.034,44.1,0,0.057,0
795,18,1,0,2,2,13,5,187.54,50.35,13.29,4,2,0.136,34.3,0,0.348,0
3,18,1,0,1,2,9,2,2796.55,1520.42,11.03,2,1,0.088,24.2,0,0.176,0
572,46,1,0,2,3,10,3,56.08,33.0,78.89,1,1,0.016,33.1,0,0.259,0
123,31,1,0,1,1,9,2,59.34,28.74,20.6,2,1,0.246,79.1,0,0.097,0
799,21,1,0,3,1,11,4,826.36,45.73,21.05,1,2,0.056,16.9,0,0.163,0
99,39,1,0,2,1,13,5,177.95,97.0,33.5,1,1,0.082,29.7,0,0.413,0
440,33,0,0,3,1,9,3,170.9,70.7,57.3,2,1,0.041,19.7,0,0.268,0
469,23,1,0,2,3,11,6,292.13,211.33,16.0,4,1,0.153,40.6,0,0.143,0
454,37,1,0,2,3,5,0,310.54,151.06,26.05,2,1,0.31,31.1,0,0.401,0
426,45,1,0,4,2,2,2,683.93,74.99,6.3,2,1,0.073,12.3,0,0.217,0
572,40,0,0,4,1,6,2,251.33,83.75,55.83,3,2,0.209,12.9,0,0.082,0
628,40,1,0,1,1,12,3,1863.43,749.85,87.57,3,2,0.011,37.2,0,0.257,0
473,43,1,0,2,1,9,0,106.26,54.36,64.18,1,2,0.037,22.8,0,0.344,0
317,18,1,0,3,3,3,4,75.42,23.25,16.91,3,2,0.082,38.2,0,0.302,0
184,37,1,0,2,2,16,3,67.12,41.16,63.85,1,1,0.079,23.2,0,0.315,0
226,41,1,0,3,3,12,3,621.45,76.13,5.56,1,1,0.079,31.6,0,0.045,0
24,33,1,0,1,2,11,7,92.3,43.29,15.37,2,2,0.132,15.9,0,0.279,0
155,28,1,0,3,2,13,5,367.98,119.45,38.77,4,1,0.179,18.1,0,0.186,0
353,29,1,0,3,2,4,7,278.44,121.89,31.78,1,1,0.133,20.7,0,0.102,0
414,34,1,0,2,1,4,6,569.06,237.43,20.57,2,3,0.267,36.0,0,0.123,0
701,49,1,0,4,1,6,3,422.69,153.11,21.45,3,2,0.251,78.2,0,0.282,0
47,56,1,0,4,2,10,4,969.94,568.52,42.55,3,1,0.123,51.8,0,0.229,0
833,54,1,0,3,3,10,6,132.57,37.58,25.53,1,1,0.086,35.5,0,0.574,0
202,19,1,0,1,2,5,5,304.66,260.32,16.96,2,2,0.309,17.2,0,0.528,0
154,27,1,0,3,2,7,4,830.33,351.18,120.23,3,1,0.235,22.5,0,0.298,0
348,46,1,0,4,3,4,3,385.99,158.57,20.59,3,1,0.274,14.5,0,0.336,0
1214,54,1,0,2,1,6,2,226.24,164.14,9.58,1,2,0.196,20.9,0,0.16,0
189,26,1,0,2,2,5,6,2246.19,661.93,20.83,4,1,0.231,87.2,0,0.212,0
405,40,1,0,2,3,7,4,89.9,38.4,13.75,3,1,0.136,17.8,0,0.567,0
964,24,1,0,3,1,10,2,18.26,5.91,2.56,1,1,0.063,26.9,1,0.516,0
16,41,1,0,2,3,7,6,244.17,103.94,13.62,3,1,0.028,70.6,0,0.135,0
241,30,1,0,1,2,11,4,152.39,38.3,16.78,2,1,0.006,10.7,0,0.394,0
208,40,1,0,5,3,9,8,588.43,62.77,14.66,2,1,0.04,80.9,0,0.07,0
489,23,0,0,3,2,10,4,70.41,53.02,94.82,3,1,0.164,27.0,0,0.227,0
796,18,1,0,4,2,5,7,333.04,181.15,23.76,1,2,0.251,14.4,0,0.348,0
366,75,1,0,2,3,11,2,35.39,8.38,32.18,2,1,0.29,71.7,0,0.173,0
1457,39,1,0,5,1,12,3,772.57,110.71,22.55,3,1,0.033,50.4,1,0.213,0
1079,64,1,0,1,2,16,5,139.42,52.51,22.91,3,1,0.081,70.4,0,0.148,0
386,56,1,0,3,5,6,6,45.45,27.22,64.25,4,1,0.165,70.5,0,0.402,0
263,18,1,0,3,1,9,2,86.34,38.45,12.94,2,1,0.024,8.9,0,0.181,0
121,42,1,0,1,2,8,6,116.87,31.19,15.73,3,4,0.029,21.2,0,0.394,0
8,22,1,0,2,2,5,4,180.72,96.74,12.72,3,1,0.037,32.2,0,0.093,0
333,34,1,0,4,2,7,1,313.83,57.64,95.02,3,1,0.022,30.4,0,0.129,0
752,18,1,0,4,2,4,4,54.38,13.92,8.93,1,1,0.097,32.5,0,0.058,0
64,19,1,0,2,1,12,1,48.93,39.5,8.62,2,3,0.035,34.1,0,0.353,0
244,28,1,0,2,2,4,7,130.05,38.14,22.5,2,1,0.165,111.4,0,0.455,0
28,31,1,0,2,2,4,2,305.32,59.62,11.6,2,2,0.106,23.9,0,0.414,0
731,38,1,0,2,2,9,3,211.92,178.88,7.77,3,1,0.134,41.3,1,0.21,0
551,26,0,0,1,4,7,3,1170.16,221.53,8.37,1,1,0.125,34.5,0,0.359,0
31,40,1,0,1,4,13,6,161.74,37.3,11.56,4,1,0.406,75.1,1,0.167,0
2,52,1,0,1,4,6,2,314.03,73.84,7.84,3,1,0.282,53.8,0,0.133,0
91,41,1,0,1,1,5,4,503.67,177.92,36.04,7,1,0.118,55.9,0,0.212,0
881,37,1,0,2,4,8,7,326.11,140.64,44.81,1,2,0.39,22.8,0,0.158,0
1155,42,1,0,1,2,5,6,381.24,121.1,16.7,2,1,0.178,25.3,0,0.595,0
164,21,1,0,2,1,7,4,406.23,143.32,5.54,2,2,0.037,36.7,0,0.155,0
483,49,1,0,3,1,8,6,121.81,40.42,22.79,2,3,0.052,25.1,0,0.117,0
551,24,1,0,2,2,14,3,31.09,4.09,48.37,2,1,0.075,8.8,0,0.208,0
300,57,1,0,2,2,7,4,224.47,172.48,24.44,1,1,0.327,71.0,0,0.313,0
129,47,1,0,3,1,7,9,228.43,164.78,7.86,2,1,0.052,21.3,0,0.03,0
75,45,1,0,2,2,10,5,142.77,64.46,16.31,1,2,0.065,57.3,0,0.387,0
307,45,1,0,4,2,9,6,179.7,164.01,71.86,3,1,0.207,2.5,0,0.07,0
258,38,1,0,2,4,9,2,401.17,134.74,30.58,4,2,0.137,88.7,0,0.315,0
65,29,1,0,1,1,10,3,65.85,46.75,30.72,5,2,0.004,52.2,0,0.058,0
857,27,1,0,1,2,6,3,93.65,20.1,16.89,1,2,0.272,37.3,0,0.025,0
18,59,1,0,4,1,9,4,223.34,78.8,55.78,2,1,0.163,17.4,0,0.275,0
11,39,1,0,2,2,3,1,104.72,52.66,5.71,2,2,0.132,45.8,0,0.192,0
49,25,1,0,2,1,10,6,245.41,57.83,17.08,4,1,0.234,30.5,0,0.266,0
597,44,1,0,3,3,5,4,216.67,70.31,27.97,5,1,0.183,22.4,0,0.07,0
57,42,1,0,1,3,6,4,91.1,56.16,60.63,1,1,0.021,21.5,0,0.168,0
34,34,1,0,1,1,5,0,1160.95,277.4,8.87,1,1,0.003,38.8,0,0.063,0
5,27,1,0,3,2,4,2,138.69,103.13,5.75,1,1,0.295,63.3,0,0.563,0
3,47,1,0,5,2,11,3,1237.49,350.6,22.05,4,1,0.153,144.2,1,0.041,0
223,49,1,0,1,1,6,6,444.78,302.18,24.3,5,2,0.046,66.8,1,0.316,0
121,42,1,0,2,2,7,2,134.65,26.01,31.34,2,1,0.162,65.9,0,0.303,0
845,39,1,0,3,4,8,6,116.43,53.14,15.86,4,1,0.161,16.4,0,0.038,0
118,29,1,0,2,1,12,2,366.38,147.27,98.03,2,1,0.065,37.8,0,0.361,0
232,44,0,0,3,3,9,3,340.65,66.51,83.18,3,1,0.241,98.9,0,0.143,0
872,30,1,0,2,2,10,7,139.08,16.25,6.35,4,3,0.147,21.4,0,0.124,0
295,23,1,0,2,1,12,2,940.22,328.03,117.27,3,2,0.012,13.3,0,0.073,0
442,52,1,0,2,5,8,7,19.74,10.16,1.17,3,1,0.169,66.6,0,0.093,0
1157,26,1,0,4,1,6,3,315.17,42.93,19.8,2,1,0.012,52.6,0,0.199,0
379,18,1,0,4,2,9,2,530.82,300.9,33.16,3,1,0.303,109.1,0,0.412,0
107,54,1,0,2,1,8,3,111.36,62.12,12.24,2,1,0.029,36.5,0,0.209,0
53,18,1,0,3,2,7,9,66.38,25.88,15.4,1,1,0.387,99.8,0,0.313,0
21,33,1,0,3,3,6,8,134.61,52.48,7.23,3,2,0.311,53.3,0,0.124,0
41,25,1,0,2,3,10,2,380.43,222.93,18.87,3,1,0.074,38.7,0,0.364,0
434,29,1,0,2,1,2,4,130.26,72.65,74.34,2,1,0.151,62.1,0,0.248,0
220,65,1,0,2,3,9,3,204.66,102.71,46.89,3,1,0.143,80.1,0,0.034,0
50,37,1,0,3,3,10,5,140.84,9.47,13.15,3,2,0.401,66.6,0,0.05,0
140,42,1,0,3,1,7,2,194.04,38.36,14.87,1,2,0.173,21.7,0,0.308,0
245,47,1,0,2,4,10,3,692.54,79.59,15.59,2,3,0.113,93.1,0,0.245,0
195,30,1,0,2,1,3,5,578.12,237.98,37.49,2,1,0.078,6.6,0,0.117,0
289,51,0,0,3,2,5,2,233.51,62.2,18.73,4,1,0.063,9.7,0,0.473,1
30,43,1,0,1,2,12,5,311.19,145.06,35.59,1,1,0.076,49.8,0,0.551,0
1273,47,0,0,4,3,7,5,415.28,330.03,44.3,1,2,0.231,52.9,0,0.218,0
699,29,1,0,1,3,9,5,246.22,194.21,3.53,2,1,0.214,23.6,0,0.382,0
393,43,1,0,4,1,11,5,173.09,119.15,2.05,1,1,0.02,80.2,0,0.287,0
590,38,1,0,2,2,11,4,170.06,137.39,20.17,1,2,0.046,28.6,0,0.114,0
1597,52,1,0,4,1,14,1,131.37,36.12,76.17,2,2,0.338,19.7,0,0.228,0
205,32,1,0,2,1,4,4,146.62,24.59,18.74,4,2,0.203,28.7,0,0.025,0
24,62,1,0,1,2,10,4,38.93,16.62,14.7,3,1,0.081,68.7,0,0.401,0
231,42,1,0,2,1,8,2,298.13,187.21,49.68,2,1,0.081,73.4,0,0.189,0
265,36,1,0,2,3,9,5,1032.14,137.36,44.22,1,1,0.069,27.2,0,0.468,0
563,35,1,1,1,3,6,6,504.86,348.67,16.91,1,1,0.131,13.3,0,0.252,0
18,38,1,0,3,1,7,5,385.53,123.19,21.32,3,1,0.106,134.7,0,0.132,0
984,30,1,0,3,2,7,3,2159.34,1690.56,73.91,4,1,0.394,12.4,0,0.545,0
496,46,1,0,1,2,9,3,28.12,23.85,23.69,2,1,0.181,42.7,0,0.233,0
589,38,1,0,2,1,7,1,225.37,130.12,29.95,3,2,0.079,42.5,1,0.513,0
311,61,1,0,1,3,6,2,736.5,360.79,124.53,1,1,0.275,27.9,0,0.235,0
79,33,1,0,3,5,12,3,300.72,83.88,5.79,3,2,0.176,15.9,1,0.314,0
164,37,1,0,2,2,3,4,451.39,130.34,7.21,3,1,0.261,20.2,0,0.277,0
55,33,1,0,1,1,9,6,26.19,12.34,6.14,4,1,0.195,52.0,0,0.469,0
475,60,1,0,2,1,10,4,347.23,92.0,18.07,3,1,0.055,42.7,0,0.176,0
318,21,0,0,3,3,8,8,957.61,241.8,50.02,2,1,0.117,54.2,1,0.601,0
378,39,1,0,4,2,12,6,172.5,102.63,39.63,1,1,0.074,34.8,0,0.492,0
286,42,1,0,3,1,12,2,336.7,150.86,34.23,3,2,0.431,12.8,0,0.068,0
1007,24,0,0,3,4,6,4,172.78,75.31,43.71,5,1,0.159,65.5,0,0.412,1
437,70,1,0,1,3,4,3,1475.82,257.82,37.64,4,1,0.349,21.5,0,0.179,0
1231,27,1,0,2,1,7,5,154.38,12.49,41.69,1,1,0.088,101.1,0,0.119,0
11,38,1,0,1,2,5,0,191.98,29.93,16.38,2,1,0.037,50.6,0,0.261,0
413,58,1,0,1,1,6,8,491.78,42.69,11.89,4,2,0.073,61.9,0,0.276,0
1,33,1,0,2,2,7,5,487.73,255.97,19.02,3,1,0.023,68.0,0,0.125,0
129,40,1,0,1,3,8,4,331.38,174.0,14.73,3,1,0.053,125.4,0,0.25,0
521,34,0,0,2,1,6,9,475.21,247.4,7.31,3,1,0.145,96.2,1,0.04,0
1139,37,1,0,2,1,9,3,130.79,78.46,71.37,1,1,0.043,29.0,0,0.106,0
617,51,1,0,3,1,5,5,1099.09,713.66,57.88,3,1,0.148,29.5,0,0.157,0
2032,33,1,0,2,2,10,6,228.16,80.14,28.24,2,2,0.181,52.2,0,0.197,0
539,18,1,0,2,1,7,2,131.79,48.2,9.22,2,1,0.136,46.6,0,0.268,0
882,38,1,0,3,3,7,3,603.68,346.19,10.37,4,3,0.285,6.2,0,0.259,0
495,39,1,0,2,2,11,0,118.92,68.38,42.86,1,1,0.482,47.6,0,0.324,0
1593,40,1,0,2,3,13,4,689.83,394.06,10.24,3,1,0.226,24.0,0,0.147,0
1012,36,1,0,3,2,4,4,221.73,148.24,27.65,1,1,0.086,37.5,0,0.067,0
462,28,0,0,3,2,5,0,193.73,56.45,22.61,1,2,0.012,16.8,1,0.279,0
434,35,1,0,4,2,5,3,1458.83,742.2,21.82,2,2,0.071,43.7,1,0.055,0
145,59,1,0,2,3,11,5,617.88,104.05,9.0,2,1,0.048,5.2,0,0.223,0
277,37,1,0,4,3,11,4,451.81,325.65,5.69,3,1,0.289,46.3,0,0.393,0
154,46,1,0,3,1,6,6,69.94,6.72,13.33,2,2,0.094,34.1,0,0.128,0
108,26,1,0,1,3,6,4,1219.1,740.95,16.71,3,1,0.183,14.2,0,0.118,0
396,35,1,0,1,3,11,3,652.54,122.27,28.97,2,1,0.013,18.4,0,0.377,0
72,26,1,0,2,3,9,6,219.69,100.72,33.39,2,1,0.126,41.5,0,0.233,0
607,54,1,0,1,2,5,6,107.09,38.06,10.59,5,1,0.272,21.5,0,0.274,0
646,19,1,0,4,2,9,3,219.39,130.35,17.0,5,2,0.042,29.1,0,0.262,0
306,42,1,0,4,2,4,3,643.13,233.61,12.16,1,1,0.123,9.6,1,0.504,0
27,42,1,0,2,2,6,7,292.54,71.03,16.07,3,1,0.056,20.5,0,0.229,0
879,41,1,0,1,2,8,1,204.15,27.0,69.61,3,1,0.135,66.2,0,0.148,0
13,18,1,0,3,4,4,2,183.09,56.9,18.51,2,1,0.466,43.5,0,0.061,0
340,18,1,0,2,2,7,7,240.01,29.19,17.89,2,1,0.014,55.1,0,0.043,0
62,39,1,0,2,2,8,0,82.99,29.84,10.75,2,1,0.102,19.4,0,0.257,0
29,27,1,0,2,3,11,3,205.54,65.73,8.35,2,1,0.296,54.7,0,0.503,0
294,30,1,0,1,2,5,0,1032.33,228.92,76.97,5,2,0.13,123.8,0,0.292,0
44,33,1,0,1,2,4,2,108.88,40.45,22.4,3,2,0.022,29.2,0,0.487,0
991,25,1,0,2,1,12,2,387.66,111.13,36.43,3,1,0.027,69.0,0,0.158,0
1218,23,1,0,1,2,9,2,92.48,45.13,80.07,4,1,0.026,60.1,0,0.073,1
787,38,1,0,3,1,6,4,1064.19,406.41,30.12,2,2,0.085,30.8,0,0.443,0
480,18,1,0,4,1,9,2,108.56,38.86,70.43,1,1,0.073,19.4,0,0.145,0
55,32,1,0,2,2,10,2,239.14,84.2,18.05,1,1,0.0,46.2,0,0.287,0
1237,30,1,0,2,2,5,10,426.61,93.87,14.88,4,2,0.125,52.6,0,0.238,0
100,38,1,0,3,1,3,4,204.77,143.19,36.02,2,3,0.072,34.4,0,0.179,0
133,67,1,0,4,2,13,2,390.5,61.41,22.92,1,1,0.129,38.9,0,0.095,0
371,26,1,0,2,2,10,3,100.68,11.23,49.39,4,2,0.042,44.6,0,0.18,0
230,43,1,0,1,2,11,4,604.96,187.41,16.61,3,1,0.29,28.3,0,0.175,0
624,41,1,1,2,1,3,1,279.45,48.32,39.81,1,1,0.073,63.2,0,0.158,0
540,45,1,0,2,2,12,4,768.21,536.68,13.69,1,2,0.167,62.1,0,0.356,0
486,35,1,0,2,2,11,6,665.98,292.08,25.07,2,1,0.252,36.7,1,0.27,0
1224,55,0,0,1,3,5,4,1419.95,781.2,17.39,1,1,0.105,29.8,0,0.266,0
702,46,1,0,3,5,10,1,1236.5,226.46,20.19,2,1,0.005,13.6,0,0.252,0
111,46,1,0,4,2,9,2,161.03,78.44,42.17,2,1,0.439,45.5,0,0.291,0
882,21,1,0,2,1,12,3,377.65,138.96,25.65,3,1,0.09,33.6,0,0.407,0
640,39,0,0,2,6,10,2,672.79,350.12,23.1,4,1,0.079,36.4,0,0.118,1
36,32,1,0,1,2,8,5,126.25,27.02,11.63,2,1,0.295,63.0,0,0.477,0
1040,28,1,0,4,2,5,2,847.34,393.84,60.92,2,1,0.222,32.2,0,0.24,0
303,30,1,0,3,2,10,6,1558.02,481.91,10.21,1,1,0.059,35.8,0,0.08,0
429,37,1,0,2,2,6,3,33.27,8.37,19.86,2,1,0.18,19.3,0,0.242,0
58,43,1,0,3,2,10,2,74.52,48.44,26.02,2,2,0.127,61.5,1,0.254,0
1421,50,1,0,3,1,3,6,830.93,404.45,53.68,3,2,0.247,19.7,0,0.358,0
166,49,1,0,2,1,14,6,62.49,26.72,7.34,4,1,0.068,26.6,0,0.35,0
313,42,1,0,3,3,9,3,499.15,22.47,15.01,3,1,0.118,41.7,0,0.155,0
370,39,1,0,2,2,8,6,1905.85,1535.25,5.83,5,1,0.132,45.4,1,0.217,0
354,34,1,0,2,3,8,5,100.87,23.46,25.09,3,1,0.408,30.0,0,0.055,0
119,35,1,0,3,4,10,0,163.9,74.15,7.02,1,1,0.287,29.6,0,0.13,0
23,29,1,0,2,3,12,2,201.02,115.67,19.67,3,1,0.428,42.8,0,0.167,0
495,33,1,0,3,2,12,6,267.18,32.71,8.25,1,3,0.078,61.8,0,0.294,0
53,42,1,0,1,1,12,3,663.68,284.3,40.1,2,2,0.079,28.0,0,0.165,0
188,56,1,0,1,1,11,3,244.67,114.76,72.0,2,2,0.146,38.4,0,0.253,0
668,36,1,0,3,4,4,6,132.19,62.55,17.71,2,1,0.419,49.1,0,0.493,0
287,28,1,0,1,3,17,3,87.83,62.55,55.93,3,2,0.166,89.3,0,0.114,0
100,50,1,0,2,3,4,3,63.31,7.85,55.82,3,3,0.065,46.1,1,0.253,0
121,18,0,0,3,1,10,4,490.43,254.07,39.65,3,1,0.262,24.0,0,0.206,0
308,51,1,0,3,1,6,4,153.9,117.36,3.47,4,2,0.255,15.1,0,0.365,0
478,21,0,0,3,2,9,4,694.9,260.66,2.9,5,1,0.071,28.5,0,0.416,0
189,46,1,0,1,3,15,4,224.93,79.69,29.89,4,1,0.063,55.7,0,0.21,0
1739,32,1,0,1,1,4,1,270.85,74.96,63.44,2,1,0.223,123.1,1,0.184,0
393,42,1,0,1,3,11,2,101.36,23.38,8.67,1,1,0.137,18.2,0,0.28,0
530,63,1,0,2,2,13,5,107.92,43.91,11.85,1,2,0.052,80.2,0,0.39,0
625,28,1,0,1,3,8,5,437.7,33.37,11.09,3,1,0.113,42.7,0,0.098,0
542,26,0,0,3,2,9,4,215.2,45.66,32.17,4,1,0.032,49.1,0,0.164,0
85,39,1,0,2,3,6,5,107.64,78.18,12.41,1,1,0.031,34.3,0,0.563,0
464,56,1,0,1,2,9,6,145.85,52.63,43.65,1,1,0.224,54.3,0,0.078,0
986,40,1,0,2,3,6,2,279.45,145.52,14.13,1,2,0.04,22.0,0,0.245,0
793,39,1,1,4,1,7,5,79.28,25.43,36.52,5,2,0.285,49.3,0,0.245,0
31,40,1,0,2,2,4,5,185.57,51.15,70.39,1,1,0.113,69.9,0,0.34,0
100,26,1,0,1,2,6,1,466.35,89.2,21.48,1,1,0.186,22.7,0,0.173,0
13,40,1,0,4,2,7,6,264.84,111.03,29.83,3,1,0.082,34.0,0,0.077,0
767,33,1,0,5,2,6,5,555.34,74.52,20.83,5,1,0.105,17.2,0,0.082,0
137,54,1,0,2,3,8,4,122.14,13.02,18.17,3,1,0.052,38.2,0,0.105,0
227,48,1,0,2,1,12,2,154.52,89.08,158.09,2,1,0.217,68.5,0,0.114,0
873,22,1,0,3,3,9,3,343.28,181.6,209.09,2,1,0.057,80.8,0,0.135,0
216,35,1,0,1,1,9,1,104.42,60.2,63.86,2,2,0.036,13.5,1,0.224,0
277,44,1,0,2,1,3,8,395.84,247.75,12.28,1,1,0.019,28.5,0,0.095,0
135,26,1,0,4,2,5,2,1868.44,601.55,7.17,2,1,0.38,59.0,0,0.365,0
662,25,1,0,1,2,15,4,311.34,92.0,11.97,3,1,0.1,64.3,0,0.229,0
651,32,1,0,1,7,9,4,372.47,94.52,19.97,1,1,0.085,38.7,0,0.128,0
370,42,1,0,2,2,7,1,409.22,233.34,8.13,1,1,0.185,6.0,0,0.459,0
50,50,1,0,3,2,10,8,140.51,77.7,92.23,2,1,0.062,110.3,0,0.126,0
119,41,1,0,1,5,7,2,76.59,61.3,105.18,3,2,0.324,20.0,0,0.069,0
54,68,1,1,1,4,4,9,186.34,74.12,41.36,4,1,0.211,19.7,0,0.346,0
789,30,1,0,3,4,4,3,748.79,241.51,33.58,4,1,0.079,22.8,0,0.327,0
442,47,1,0,2,1,9,5,212.52,22.83,40.99,1,1,0.256,22.6,0,0.184,0
478,25,1,0,3,2,9,1,190.74,52.89,21.11,5,2,0.196,39.2,0,0.287,0
1686,57,1,0,2,1,13,2,173.44,71.42,5.8,3,1,0.15,28.7,1,0.426,0
420,54,1,1,2,2,10,5,564.14,183.32,13.93,7,1,0.132,22.0,0,0.357,0
15,47,1,0,2,2,17,5,320.94,290.93,2.4,3,1,0.094,67.3,0,0.303,0
327,18,1,0,6,2,5,3,181.02,44.33,11.06,3,1,0.099,64.4,0,0.387,0
385,46,1,0,2,2,5,2,728.38,498.68,9.76,2,1,0.172,31.8,0,0.174,0
664,28,0,0,2,2,4,9,148.07,40.22,20.66,1,2,0.108,15.4,0,0.122,0
519,43,1,0,3,4,6,5,107.32,82.84,25.04,3,2,0.11,15.9,0,0.175,0
106,21,1,0,4,2,4,3,177.68,25.38,12.39,1,1,0.137,47.4,0,0.128,0
189,41,1,0,2,3,13,8,221.3,92.43,30.49,2,3,0.106,43.7,0,0.387,0
46,34,1,0,2,1,10,4,81.1,47.43,98.16,3,2,0.269,70.1,0,0.107,0
40,29,1,0,3,3,5,2,386.69,309.71,13.29,3,1,0.266,12.4,0,0.287,0
301,45,1,0,1,1,9,4,473.03,225.1,37.47,4,1,0.193,83.3,0,0.197,0
212,37,1,0,2,2,5,6,374.08,236.41,21.93,5,1,0.257,63.7,0,0.32,0
71,36,1,0,4,1,12,1,211.21,65.33,19.34,2,1,0.085,93.2,0,0.119,0
173,47,1,0,2,3,9,4,857.3,410.71,46.44,1,1,0.275,51.5,0,0.296,0
316,61,1,0,1,3,14,4,443.8,193.27,27.58,3,2,0.329,27.9,0,0.251,0
140,41,0,0,3,2,9,5,386.04,67.82,25.51,2,1,0.265,38.1,0,0.139,0
429,18,1,0,2,2,7,2,97.45,36.95,16.79,2,2,0.147,38.9,0,0.401,0
929,19,1,0,3,1,4,2,92.93,34.47,41.96,4,2,0.193,51.2,0,0.238,0
1480,39,1,0,4,3,6,2,1661.57,1275.07,20.78,2,1,0.145,11.4,0,0.073,0
41,50,1,0,3,2,12,5,644.78,435.26,3.2,1,1,0.007,20.8,0,0.138,0
1088,40,1,0,3,3,6,3,756.34,411.52,13.89,3,1,0.171,29.5,0,0.369,0
113,44,1,0,3,3,5,4,271.21,89.89,35.1,2,1,0.242,23.8,0,0.177,0
893,37,1,0,4,4,5,5,268.9,18.38,14.9,2,1,0.079,51.4,0,0.243,0
766,50,1,0,2,1,7,1,301.53,69.99,57.48,3,1,0.285,13.0,0,0.037,0
895,45,1,0,1,5,10,8,467.8,104.59,27.73,3,1,0.332,34.2,0,0.365,0
1356,26,1,0,2,2,9,3,20.53,4.01,13.58,2,2,0.281,12.3,0,0.333,0
419,43,1,0,3,3,11,2,74.55,14.09,56.34,3,2,0.04,51.1,0,0.208,0
57,19,1,0,1,2,2,7,396.95,87.27,11.46,2,1,0.286,20.6,0,0.191,0
16,43,1,0,3,1,5,5,139.97,7.29,13.96,2,1,0.083,11.3,0,0.215,0
541,35,1,0,2,2,7,1,434.35,257.02,21.72,6,1,0.224,12.7,0,0.309,0
295,40,1,0,3,1,4,2,174.47,48.68,46.39,2,1,0.551,24.9,0,0.149,0
34,42,1,0,2,2,6,3,367.11,150.82,16.42,2,1,0.61,13.4,0,0.173,0
134,41,1,1,2,2,12,3,107.02,66.88,11.28,2,1,0.152,62.3,0,0.33,0
1024,55,1,0,2,5,8,4,1039.98,142.43,11.54,2,1,0.257,152.2,0,0.137,0
16,38,1,0,2,2,3,2,86.44,42.79,19.43,3,2,0.135,18.6,0,0.12,0
782,40,0,0,5,3,13,3,1997.89,975.6,75.28,2,1,0.361,23.1,0,0.062,0
230,54,0,0,1,2,8,4,79.54,18.09,12.44,4,1,0.2,29.8,1,0.298,0
323,61,1,0,2,4,8,5,35.53,10.43,31.78,1,1,0.04,106.2,0,0.188,0
251,38,1,0,4,3,11,3,395.72,187.0,27.53,1,1,0.074,66.8,0,0.208,0
576,32,1,0,2,1,4,6,571.67,414.41,31.85,1,1,0.189,55.0,0,0.459,0
767,32,1,0,3,2,4,5,47.47,6.2,22.79,3,1,0.294,21.3,0,0.176,0
57,43,1,0,5,2,11,4,105.37,34.51,30.76,3,2,0.261,61.6,0,0.24,0
